source_name,tone
mexicostar.com,-10.8108108108108
theyucatantimes.com,1.15942028985507
theyucatantimes.com,-4.31034482758621
mexicostar.com,1.78571428571429
mexicostar.com,0.0
borderlandbeat.com,-2.9142381348876
borderlandbeat.com,-5.36912751677852
mexicostar.com,-0.83333333333333
borderlandbeat.com,-5.85585585585586
theyucatantimes.com,1.22249388753056
riviera-maya-news.com,-5.55555555555556
theyucatantimes.com,2.5531914893617
mexidata.info,-5.24553571428571
eluniversal.com.mx,-6.47058823529411
inmobiliare.com,3.87890255439924
eluniversal.com.mx,-8.48623853211009
culinarybackstreets.com,1.09803921568628
borderlandbeat.com,-5.26315789473684
mexidata.info,-2.77136258660508
pettengillmissionaries.org,1.44092219020173
theyucatantimes.com,-4.23728813559323
mexidata.info,-4.28571428571428
eluniversal.com.mx,-2.75229357798165
theyucatantimes.com,-3.9647577092511
theyucatantimes.com,-3.93700787401574
eluniversal.com.mx,-4.06091370558376
mexiconewsdaily.com,-4.67289719626168
borderlandbeat.com,-8.85714285714286
mexiconewsdaily.com,-3.3003300330033
theyucatantimes.com,-2.11019929660023
justiceinmexico.org,-4.8582995951417
mexicostar.com,-1.61637931034482
mexicostar.com,-2.99850074962519
excelsior.com.mx,0.98559514783927
mexiconewsdaily.com,-0.36429872495446
mexicostar.com,-3.64963503649635
mexicostar.com,-2.80811232449298
mexicostar.com,-8.50077279752705
mexicostar.com,-5.04587155963302
eluniversal.com.mx,-6.97674418604651
eluniversal.com.mx,-6.97674418604651
theyucatantimes.com,2.66512166859791
theyucatantimes.com,0.418410041841002
mexicostar.com,-3.2967032967033
mexicostar.com,-4.09683426443203
theyucatantimes.com,5.1513200257566
mexicostar.com,2.94117647058823
mexicostar.com,-1.15740740740741
theyucatantimes.com,0.68649885583524
mexicostar.com,-8.42433697347889
mexicostar.com,-5.73122529644269
mexicostar.com,-2.52525252525252
mexicostar.com,-7.43589743589744
mexicostar.com,-10.2112676056338
mexicostar.com,-7.38993710691824
mexicostar.com,-2.47093023255814
mexicostar.com,-7.08661417322835
mexicostar.com,1.36255924170616
mexicostar.com,-5.29986052998606
mexicostar.com,-4.87804878048781
mexicostar.com,-3.41296928327645
mexicostar.com,-5.70987654320987
mexicostar.com,-6.74931129476584
mexicostar.com,-3.97849462365592
mexicostar.com,-7.54352030947778
mexicostar.com,-2.32843137254902
mexicostar.com,-5.22088353413654
mexicostar.com,-4.81099656357388
mexicostar.com,-6.15989515072084
mexicostar.com,-0.57142857142857
mexicostar.com,-1.57068062827225
mexicostar.com,-5.71870170015456
mexicostar.com,0.26246719160105
mexicostar.com,-6.46017699115045
mexicostar.com,3.43915343915344
mexiconewsdaily.com,0.33670033670033
theyucatantimes.com,0.0
mexicostar.com,1.1070110701107
mexicostar.com,1.27659574468085
mexicostar.com,-3.89363722697056
mexicostar.com,0.63578564940962
mexicostar.com,0.91100210231255
mexicostar.com,0.91484869809993
eluniversal.com.mx,8.24742268041241
eluniversal.com.mx,2.77777777777778
mexiconewsdaily.com,-0.80482897384306
mexiconewsdaily.com,-0.80482897384306
mexicostar.com,0.17391304347826
mexicostar.com,1.74672489082969
vallartadaily.com,1.56739811912226
eluniversal.com.mx,-13.5483870967742
mexicostar.com,-2.54777070063694
mexicostar.com,-1.08892921960073
theyucatantimes.com,0.0
mexicostar.com,-3.84615384615385
mexicostar.com,-3.08056872037914
mexicostar.com,-6.59025787965616
mexicostar.com,-7.34177215189874
mexicostar.com,-4.18648905803996
mexicostar.com,-1.43149284253578
mexicostar.com,-2.75689223057644
mexicostar.com,-2.39130434782608
mexicostar.com,-5.60344827586207
mexicostar.com,-3.53535353535353
mexicostar.com,-5.47550432276657
mexicostar.com,-2.76134122287969
mexicostar.com,-1.89504373177843
mexicostar.com,-2.82608695652174
mexicostar.com,-3.69088811995386
mexicostar.com,-3.681592039801
mexicostar.com,-2.36559139784946
mexicostar.com,-1.4903129657228
mexicostar.com,1.98019801980198
mexicostar.com,-1.01596516690856
mexicostar.com,-1.84331797235023
mexicostar.com,0.15479876160991
mexicostar.com,0.31545741324921
eluniversal.com.mx,-3.2967032967033
mexicostar.com,-0.76923076923077
mexicostar.com,0.23094688221709
mexiconewsdaily.com,-7.66208251473477
mexicostar.com,3.06306306306306
mundoaguaysaneamiento.net,-3.2064128256513
mexicostar.com,-6.49350649350649
mexicostar.com,-2.14285714285715
mexiconewsdaily.com,-5.90128755364807
mexiconewsdaily.com,-5.90128755364807
mexidata.info,-5.28992878942015
mexidata.info,2.02312138728324
theyucatantimes.com,2.48868778280543
mexiconewsdaily.com,1.81058495821727
mexiconewsdaily.com,-0.376647834274958
riviera-maya-news.com,2.55102040816327
mexiconewsdaily.com,0.0
theyucatantimes.com,3.08219178082191
riviera-maya-news.com,-0.38860103626943
riviera-maya-news.com,-2.71317829457364
borderlandbeat.com,-2.0123839009288
riviera-maya-news.com,-1.78041543026706
notimex.gob.mx,-1.20845921450151
riviera-maya-news.com,-3.91908975979773
mexiconewsdaily.com,-7.63358778625955
mexiconewsdaily.com,-5.10805500982318
borderlandbeat.com,-4.17690417690417
theyucatantimes.com,-4.94571773220748
theyucatantimes.com,1.72413793103448
mexicostar.com,-10.989010989011
mexicostar.com,0.0
mexidata.info,0.17761989342806
borderlandbeat.com,-3.1892274982282
oaxacaculture.com,2.17142857142857
eluniversal.com.mx,-4.65116279069767
theyucatantimes.com,1.67926112510495
riviera-maya-news.com,2.50783699059561
vallartadaily.com,0.0
theyucatantimes.com,1.0989010989011
eluniversal.com.mx,-3.125
eluniversal.com.mx,-8.69565217391304
eluniversal.com.mx,-1.36054421768708
eluniversal.com.mx,-3.58695652173913
mexiconewsdaily.com,-2.97766749379652
eluniversal.com.mx,1.07526881720431
mexiconewsdaily.com,-1.51057401812689
mexiconewsdaily.com,0.16207455429497
theyucatantimes.com,0.70422535211267
mexiconewsdaily.com,-2.96610169491526
eluniversal.com.mx,-2.89855072463768
vallartadaily.com,-2.36051502145923
theyucatantimes.com,-5.60224089635854
theyucatantimes.com,-5.0
theyucatantimes.com,-1.33928571428572
vallartadaily.com,0.540540540540539
maquilaportal.com,0.0
sandiegored.com,1.8738288569644
excelsior.com.mx,0.98559514783927
mexidata.info,-5.30367835757057
riviera-maya-news.com,1.03092783505155
mexicostar.com,0.75187969924812
mexicostar.com,-5.67375886524823
mexicostar.com,-4.08432147562583
eluniversal.com.mx,-3.31491712707182
theyucatantimes.com,2.66512166859791
mexicostar.com,-0.30769230769231
theyucatantimes.com,3.14685314685315
mexicostar.com,2.25988700564972
mexicostar.com,-1.57790927021696
mexicostar.com,-3.1936127744511
mexiconewsdaily.com,2.05128205128205
borderlandbeat.com,-5.69744597249508
vallartadaily.com,3.14685314685315
mexiconewsdaily.com,-3.18021201413427
mexicostar.com,-1.38888888888889
mexicostar.com,1.21951219512195
mexicostar.com,-0.47846889952153
mexicostar.com,1.33333333333333
mexicostar.com,2.95566502463055
mexicostar.com,-0.34129692832764
mexicostar.com,0.28089887640449
mexicostar.com,-3.98832684824903
mexicostar.com,-5.70987654320987
mexicostar.com,-5.70987654320987
mexicostar.com,-6.15989515072084
mexicostar.com,-0.57142857142857
mexicostar.com,-6.15989515072084
mexicostar.com,-0.57142857142857
mexicostar.com,-1.57068062827225
