,ActorCountry,MentionsCountry,avg_tone,stddev_tone,count,avg_conf,avg_weighted_tone,std_weighted_tone
2543,Colombia,Hungary,1.8882272759882317,1.2022339061165865,15,46.666666666666664,1.3771227696186412,1.062276480668007
2544,Eritrea,Papua New Guinea,-3.300283648673554,1.3836304647024336,35,27.714285714285715,-3.6882284853601632,3.2902992985170445
2545,Jamaica,Sierra Leone,0.17932381369794267,1.7366296439761462,39,36.92307692307692,0.04485904274475698,2.9025386481024107
2546,Eritrea,Brunei,-5.731831166617319,3.2724173878880642,28,41.42857142857143,-5.540878224679528,5.015990011354511
2547,Lithuania,Portugal,-9.375,0.0,4,40.0,-9.375,5.412658773652741
2548,Zimbabwe,Montenegro,-2.227506839645245,2.2786296501831953,32,42.8125,-1.3975916991412578,1.8978676397802232
2549,El Salvador,Guatemala,0.70588235294118,0.0,4,62.5,0.70588235294118,0.3952941176470608
2550,Iraq,Burundi,-3.1201583222836766,2.0607860719474553,3,83.33333333333333,-2.6478936904441164,0.6337900311806032
2551,Laos,Mauritius,-5.69288389513108,0.0,4,20.0,-5.69288389513108,0.0
2552,Jamaica,Romania,-6.867095565443367,4.611221036061775,12,49.166666666666664,-6.516034751996361,6.3356849852669646
2553,Luxembourg,Ivory Coast,2.663247746336451,0.5109848778657045,14,52.857142857142854,2.7908408171217918,2.0942695639969853
2554,Luxembourg,Kyrgyzstan,0.27320217811269204,3.1114978571171608,37,40.810810810810814,-0.013816992994449002,4.743866297419596
2555,Dominican Republic,North Korea,-5.437787762006518,1.074655957468465,4,30.0,-5.616897088251262,4.275911305618129
2556,Lesotho,Israel,-4.1503806081476196,3.1745548982295655,13,47.69230769230769,-3.897331793599621,5.542592080151929
2557,Finland,Uzbekistan,0.5504094558072554,3.4962625457760295,16,55.625,-0.09267736453364787,3.4434453536251377
2558,Ecuador,Guam,-8.378978173393486,0.5442252997304706,5,52.0,-8.60364120698226,7.124644134290028
2559,Fiji,Serbia,-5.058328635128802,3.1809621386171796,24,39.583333333333336,-5.583790481140834,5.800489495303886
2560,Grenada,Iran,5.299157984307444,1.856918532770912,5,34.0,5.641103542844909,3.6573134290270186
2561,Oman,Rwanda,1.069227099972212,2.751600467304872,25,44.4,1.80067316000476,6.040648564857464
2562,Slovak Republic,Macau,-3.2498407189083625,2.0771287304223933,11,27.272727272727273,-3.324428521352636,3.6421283907327546
2563,Malawi,Austria,1.7248978054872135,1.495811567317482,8,55.0,2.1200482418998257,2.818284687309342
2564,Egypt,Bermuda,-1.0726150525602451,4.283061967926369,22,28.636363636363637,-0.9119266203825261,3.6641266618902524
2565,Mali,Iceland,-0.8837803320561965,3.844577654603712,3,40.0,2.445721583652613,5.5799465671679265
2566,Iran,Saint Lucia,-3.0979152735346536,5.03624761554416,13,53.84615384615385,-4.938835861136643,9.151432222202114
2567,Saint Vincent and the Grenadines,Virgin Islands,0.08636232779150044,2.7300919871713787,21,38.57142857142857,-0.5084497229512094,3.009906372348609
2568,Jordan,Djibouti,2.51974601119106,0.9506532410283092,8,60.0,2.313452222575421,1.2143613666419848
2569,Indonesia,Bosnia-Herzegovina,-8.157951645690067,0.9539702765123388,7,30.0,-7.9175737304711,2.8289216932209067
2570,Sao Tome and Principe,Kosovo,-0.61728395061728,0.0,10,38.0,-0.61728395061728,0.5564319938776282
2571,Kyrgyzstan,Seychelles,-0.77720207253886,0.0,4,25.0,-0.77720207253886,0.5384613909540551
2572,Kenya,Democratic Republic of the Congo,-0.3443065299514301,0.21872632971998118,3,93.33333333333333,-0.33528640814123795,0.2113420514085936
2573,Brunei,Ethiopia,-2.22423967317295,0.0,3,20.0,-2.22423967317295,1.9262480610729718
2574,Morocco,Greenland,0.49858259694815327,0.7200782936108612,6,33.333333333333336,0.26617832702146005,0.7415957806156348
2575,Germany,Benin,3.1076196090238164,1.5847622191569333,3,73.33333333333333,3.6880002011659427,3.027438367359791
2576,Brunei,Barbados,-5.01689911867887,2.7025148279827116,4,20.0,-3.950757251647127,1.6031299113452593
2577,Vanuatu,Sudan,-4.10596026490066,0.0,2,15.0,-4.10596026490066,1.9355682310625129
2578,Kiribati,Kazakhstan,-0.84602368866328,0,1,20.0,-0.8460236886632801,0
2579,Belize,Morocco,3.2016890213611533,3.9708964117885586,3,100.0,3.2016890213611533,3.9708964117885586
2580,Zambia,Estonia,3.79746835443038,0.0,3,16.666666666666668,3.7974683544303796,2.630963252003358
2581,Trinidad and Tobago,Tanzania,0.78264911709451,1.6245570366710467,4,15.0,0.63719212349732,1.9566472208423427
2582,Ethiopia,Turkmenistan,3.673716677682305,3.8089360652150455,2,60.0,3.2248292575457116,2.9430327402326215
2583,Sao Tome and Principe,Indonesia,5.83333333333333,0,1,100.0,5.83333333333333,0
2584,Mexico,Guinea,1.67865707434053,0,1,100.0,1.67865707434053,0
2585,Nauru,Micronesia,2.85714285714286,0.0,2,50.0,2.85714285714286,2.424366106925308
2586,Myanmar,United States,-3.3211856824900394,3.4644703893631896,374538,46.83249763708889,-3.454191902047243,4.966267849703499
2587,Germany,Malaysia,-3.4834655790739952,3.3380247488650348,53928,38.49948078920041,-3.5551430671847135,5.086045613276693
2588,Papua New Guinea,United States,-2.913385650925778,3.3507775937033752,53491,41.59933446748051,-2.898887015792149,4.707983008689262
2589,Lebanon,Russia,-3.3320582071566185,3.5569073298086606,9388,35.313165743502346,-3.4143242865203667,5.397593648012939
2590,Pakistan,Cambodia,-4.211199544096367,3.5484268693189476,701,40.385164051355204,-4.244269896179381,5.362847859433048
2591,Philippines,Cyprus,-3.6275790378996957,4.060461976509612,538,38.90334572490706,-3.2107413114022245,5.455492652597871
2592,United States,Tonga,-2.2420626865354927,4.671793170679416,225,45.77777777777778,-2.1516017449338216,5.4338296207677494
2593,United Kingdom,Samoa,-2.3181945057069853,3.6880940404671136,2891,42.694569353164994,-2.10480099171443,4.581022826622079
2594,Spain,Japan,-2.7305301653158063,3.5221163951390446,2981,38.53069439785307,-2.7713162044073623,4.80505595482204
2595,Tanzania,Ethiopia,-1.2741847824074817,4.227396936633208,510,39.372549019607845,-0.6275959621094191,4.317544001044148
2596,Czech Republic,Russia,-1.6044134139486623,3.099054615911925,6995,36.101501072194424,-1.5441730517641283,4.066654364244058
2597,Djibouti,China,-0.9309591698800762,3.767055965729796,3472,41.394009216589865,-1.0714331107857016,4.69915213287825
2598,Brazil,India,-3.0861842370024637,3.670803992886125,50599,40.06917132749659,-3.2360753498369506,5.474121053359275
2599,Bhutan,Nepal,-1.944773992093544,3.0912901207014447,1563,42.90467050543826,-1.8827155279331458,3.866484621435184
2600,Greece,Zimbabwe,-3.676199681183761,3.4102682722917055,1172,40.034129692832764,-3.7334303846193126,5.4085313157080455
2601,Mexico,Japan,-2.3576634894412334,3.1370932606002615,4090,34.76772616136919,-2.4579716945494146,4.625356852898645
2602,Argentina,South Africa,-2.5678230339505057,3.456713912593122,2895,37.19516407599309,-2.6013538847964894,4.792513765237795
2603,Spain,Guam,-1.5615581941823313,3.8326865665981833,275,30.4,-1.7281327682578458,5.297961234082406
2604,Qatar,Argentina,-2.2199778978969755,2.2402774818213333,177,38.75706214689266,-2.192700347988429,3.5438663745368
2605,India,Saudi Arabia,-4.229417187118626,4.69335340909892,4564,38.976774758983346,-4.51325326631282,6.9482090738479965
2606,Turkey,Kazakhstan,-1.2327538252143133,3.804433702911781,1956,38.35889570552147,-1.2019138230063873,5.1135285546252485
2607,Bulgaria,Vietnam,1.240973361425445,4.456794655258015,734,35.20435967302452,1.4988775321674115,5.8989941507831505
2608,Belgium,Egypt,-4.770891614338759,4.32697421942332,2785,35.40035906642729,-4.743512258993976,6.372732819367604
2609,Nauru,Tuvalu,-5.373696594018383,3.247588814489328,178,48.08988764044944,-5.626607293943569,6.6002291937289
2610,Venezuela,Namibia,-1.1243125720753722,3.316660509133155,37,42.972972972972975,-1.546118699731436,3.798982124786828
2611,Spain,Gibraltar,-1.5407750000788476,3.0138721133859305,2389,38.74005860192549,-1.6346926201280154,4.23331752722328
2612,San Marino,Malaysia,0.0233235057595519,2.5275999500874518,80,44.25,0.4948379070434146,2.5085388227874694
2613,China,Morocco,2.104063230925596,2.9901422666998934,284,35.140845070422536,2.002521382369269,4.335082948757925
2614,Portugal,South Africa,-2.870379874325623,3.6332504281009097,3110,41.167202572347264,-2.968051237260722,5.136167088605571
2615,Hungary,Cyprus,-2.9514196612712618,3.9091409016418517,647,40.865533230293664,-3.1830449688428217,5.529235051502945
2616,Indonesia,Guyana,-3.4255440008885203,2.9420715432389315,85,41.529411764705884,-3.1961603770585474,3.578466672303961
2617,Armenia,Cyprus,-2.085917936317089,5.177165578984761,600,33.25,-2.17501011861389,7.05223686083249
2618,Djibouti,Australia,-4.761090504074196,2.8516480315522728,2199,33.915416098226466,-4.68054374399132,4.861968234655503
2619,Japan,Kyrgyzstan,0.7249983056359699,3.387596661083986,1487,44.32414256893073,0.6060773681112159,4.22680745410813
2620,Mali,Japan,-4.8601922384880005,2.677680795386516,458,38.82096069868996,-4.987584550964022,5.305416859648253
2621,Italy,Afghanistan,-2.585447332483646,3.852026039607044,1499,37.538358905937294,-2.414915665029718,4.872457079322208
2622,France,Macedonia,-2.6388238508896946,3.32563663404674,1676,33.788782816229116,-2.5642845661286238,4.717355275845896
2623,Kazakhstan,Malta,-3.0039105937259163,4.027114642204429,110,37.36363636363637,-3.276505122280354,5.269725113911476
2624,Bolivia,Malaysia,-2.391133638882146,3.5281278716249447,1176,36.31802721088435,-2.3680597196592807,4.767423378058078
2625,Ecuador,Greece,-0.8305977218656629,2.935991143300654,181,43.31491712707182,-1.449422744411716,4.962288475286994
2626,Tanzania,Costa Rica,2.8066064454776467,1.2242527267317067,17,27.058823529411764,2.4779771420998875,1.9609857410819482
2627,Haiti,Brazil,-2.77589628940012,3.0407344336805795,213,38.92018779342723,-2.4678721684202705,4.129742612802137
2628,Malawi,Singapore,-3.4308106803454144,4.878667051979991,31,56.12903225806452,-2.9118542730979264,5.3574900274925445
2629,Kazakhstan,Singapore,-0.15113538106124494,3.1658136522439433,273,44.32234432234432,0.005347325927643773,4.258754984307962
2630,Cook Islands,Papua New Guinea,3.204859463368216,3.1249952539473456,32,39.375,2.676551794874066,3.825454623339657
2631,Iraq,Cambodia,-3.9481889914903476,2.5180319565030382,776,33.324742268041234,-4.034918826164027,4.6083392683954525
2632,Taiwan,Papua New Guinea,-1.423305367930388,1.9569276464645975,60,30.166666666666668,-1.0116355755088542,3.125009273096699
2633,Colombia,Bermuda,1.5830239435654228,2.7197174820548584,121,34.710743801652896,1.7386027755636855,2.941933171456656
2634,Canada,Belgium,1.1036051323836629,2.4187045624950088,298,45.20134228187919,1.1424374793510133,3.2406931277174413
2635,Honduras,Jamaica,-1.1333129829969468,3.61274245539699,229,38.209606986899566,-1.2634742926806262,4.556603743047514
2636,Morocco,Iraq,-2.5290956662207313,4.072817509648964,452,38.49557522123894,-2.5605037475449515,5.617057454228887
2637,Ivory Coast,Rwanda,-1.6732069868083845,4.5341585664688235,184,46.79347826086956,-1.902916542182013,5.686273937792658
2638,Comoros,Qatar,-0.4917034952078112,3.729727327333504,66,45.303030303030305,-1.0271549657534793,4.218965858176202
2639,Peru,Nepal,-3.1203715107561996,3.310243182100087,252,40.07936507936508,-2.948045650250092,4.141031517613317
2640,Grenada,Mauritius,-1.4834033786419982,3.1377539315681027,87,28.96551724137931,-1.6094520605716267,3.6331112728991157
2641,India,Egypt,-1.6763121729251333,3.8674352232591063,1125,46.43555555555555,-1.3989847039344336,4.1993277465658165
2642,Mongolia,Hong Kong,-0.7612559963954159,3.7677219665319575,131,52.74809160305343,-0.28123926366339297,5.103559571562073
2643,Oman,Japan,-1.7896538012216463,2.8568950340197317,233,34.76394849785408,-1.6715138709870967,3.7724075832722193
2644,Yemen,Jersey,-4.23977877664314,1.7448576655475085,283,43.109540636042404,-4.384373591531778,4.331319200076064
2645,Saint Vincent and the Grenadines,Montserrat,-0.9511666941874805,2.767235572261072,137,51.45985401459854,-1.178201478136326,3.4147236852027505
2646,Bahrain,Cameroon,-5.013948876003442,2.3161213241248206,58,29.137931034482758,-5.179698649236288,5.194410984967849
2647,Spain,Sierra Leone,-1.9390646061439514,3.4516332177752593,157,41.52866242038217,-2.0175885033525924,4.244186252803937
2648,Latvia,Turkey,-2.177858489582776,2.5494024531926756,970,37.4639175257732,-2.142890967508242,3.539588462651088
2649,Lithuania,Austria,0.694201428536662,2.394782708545542,98,51.02040816326531,1.0948492352704509,2.50544406146787
2650,Syria,Panama,-3.614753776165416,2.405600481304085,123,30.0,-3.74547610274717,4.548957596142481
2651,Ethiopia,Togo,-1.7608540999184763,1.6714272000498058,11,32.72727272727273,-1.9568363130938118,1.9131499401563947
2652,Armenia,Nigeria,-3.7114891726204586,4.317888317279183,528,40.833333333333336,-3.471970334978545,5.964342405536169
2653,Monaco,Norway,-5.109919171152238,3.863556823274016,20,38.0,-4.1629496040459895,4.827438461154135
2654,Turkmenistan,Serbia,-2.0680138212867836,3.8048651203855877,34,35.88235294117647,-2.459753900459957,5.590105940190162
2655,Marshall Islands,Malaysia,-2.521242378439372,2.0847648047959257,134,41.865671641791046,-2.561210432547987,3.2768403757477014
2656,Cambodia,Saudi Arabia,-4.7785134990766345,4.137275544633392,394,48.2994923857868,-4.7006040684760135,5.820107273581666
2657,Congo,Nepal,-3.9591536486708065,3.7951360373112855,92,35.21739130434783,-4.224998646527857,6.556073515743158
2658,Papua New Guinea,Cook Islands,2.408012847574804,1.856446768335771,77,35.45454545454545,2.839174473204655,3.675564679787788
2659,South Africa,North Korea,-3.415729735046829,2.4170553689417495,257,32.68482490272373,-3.4185923442154933,3.30952066206532
2660,Lithuania,Trinidad and Tobago,-1.3888132965596316,1.2720618231488043,15,35.333333333333336,-1.0874386401938212,1.635771248581787
2661,Poland,Haiti,-3.196152817701735,4.006020849124988,75,37.86666666666667,-3.0172480914756887,4.8780364771855895
2662,Estonia,Kyrgyzstan,2.8808329259805783,3.0070115186801085,154,40.51948051948052,2.6437162912234955,4.031660732094111
2663,Chad,Yemen,-5.579755734509535,0.9538006391864726,10,53.0,-5.46111510226466,2.9973370752696997
2664,Sao Tome and Principe,Ghana,0.45696561437578914,2.568095529483408,88,41.25,-0.11034804612440353,2.9877951265385456
2665,Kyrgyzstan,Malta,-5.162536591161531,2.0215563001155026,30,40.333333333333336,-5.105211219860255,4.506650329461909
2666,Moldova,Vatican City,-4.961766715749998,2.745974467031347,32,45.625,-4.495990384447134,3.607819125521137
2667,Belarus,Turkmenistan,3.057177474647045,1.8050973564672443,61,38.68852459016394,3.280935302623253,3.5342201155259567
2668,Cyprus,Singapore,-2.602995681853745,3.6606532026171665,297,41.88552188552188,-2.2396441908099844,4.790451070280886
2669,Uruguay,Trinidad and Tobago,0.9924487359050624,3.3386733053225606,90,51.44444444444444,1.0590548933968609,3.166267743720694
2670,Kazakhstan,Brazil,2.0119810949644004,1.7265328891436624,15,45.333333333333336,2.5229949052269856,3.4252089481524095
2671,Cook Islands,Japan,-2.2437218936011396,2.094376785593427,28,57.142857142857146,-2.3277755105334044,2.5390551061325293
2672,United Arab Emirates,Austria,1.8996750978350587,2.9690652912808324,83,47.34939759036145,1.9871943455396712,2.985040738780444
2673,Costa Rica,Egypt,-2.3880341659251676,3.6336302856333296,74,37.7027027027027,-2.7312243575065485,5.547080534892068
2674,Syria,Gambia,-4.514419801264714,2.475358238708042,70,47.0,-4.64660459875309,4.240047225842801
2675,Honduras,Kuwait,-0.023160725586118636,3.318393683364215,40,24.75,-0.07142839374238466,3.711600746079513
2676,Democratic Republic of the Congo,Chad,-0.9334058979475046,5.054886520327057,27,68.14814814814815,-1.876208442740953,6.191077108821891
2677,Cyprus,Uganda,-2.182294856329469,3.972319853754799,29,37.93103448275862,-1.575459785470331,4.568955463350239
2678,Iceland,Netherlands,-0.5506914627459321,3.2800334176519965,26,33.07692307692308,-1.4236505410689873,4.068816550865541
2679,China,Estonia,1.2046784205822303,3.5072213839228663,196,41.88775510204081,0.42279314887107783,4.076133917521625
2680,Bangladesh,Botswana,-5.223941263702634,3.7745811186368865,27,43.7037037037037,-4.321180678745594,5.911636961687451
2681,Libya,Malawi,-2.4731073958315752,3.3423110164497145,29,39.6551724137931,-2.432836369601432,4.522845822460837
2682,Rwanda,Jersey,1.0446112513655783,2.348647766232101,18,34.44444444444444,0.3101952441816894,3.9495764222373224
2683,Mali,Myanmar,-4.4684419930665875,2.555331364596648,17,28.235294117647058,-3.996897120255519,2.1950896026793374
2684,Burkina Faso,Italy,-3.487895802887928,3.329684286854979,326,48.68098159509202,-3.5946120776542663,4.654408452679891
2685,Cyprus,Afghanistan,-5.803854414581777,4.0146327699556315,7,47.142857142857146,-5.973784985162491,6.4387031716780285
2686,Senegal,Ivory Coast,1.2974545574472915,2.6581706578562128,64,48.90625,1.745169446533211,3.7765667663698155
2687,South Korea,Eritrea,-4.134383326301724,2.890352183939725,19,32.63157894736842,-2.824960708082579,3.358162596449418
2688,Myanmar,Angola,-2.387842889931403,3.4620429340244945,22,67.27272727272727,-2.783909388102268,4.105441905222546
2689,Kyrgyzstan,Jamaica,-4.834389730277601,1.9880108674387527,23,33.47826086956522,-4.977124339747656,4.004785720692694
2690,Senegal,Cyprus,-1.499215556072594,3.0304022291772816,21,39.04761904761905,-1.6444492510000295,3.3342562517351837
2691,Yemen,Iceland,-0.8462080595687725,3.116737229317853,17,49.411764705882355,-0.6960670622276136,4.158761253034786
2692,Myanmar,Mauritius,-4.35360960714873,1.9284237920207195,36,41.111111111111114,-3.7013449459881604,1.9918768372184694
2693,Indonesia,East Timor,0.9880747351013115,1.085384923961095,16,31.875,0.9570633090656049,0.910313653822202
2694,Belize,United Arab Emirates,0.7028253281286845,4.165566770868179,42,46.42857142857143,0.09519855987413153,5.9460788645294915
2695,Jamaica,Namibia,0.9765002250893791,2.1332347777066767,19,47.89473684210526,0.02067855646367998,2.060309386042402
2696,Argentina,Algeria,2.3525790236546413,2.776834428854543,8,37.5,2.5034669654449915,3.167148836360739
2697,Argentina,Romania,-0.15397227682559134,2.836258026691486,31,32.58064516129032,-0.3887095054532073,3.4534281819676282
2698,Vatican City,Montenegro,0.05758957445540122,2.289418939395909,30,46.333333333333336,-0.6268315487090202,3.242285573596868
2699,Brazil,Martinique,-4.590976428401696,1.35921138631607,25,24.4,-4.2882463269176405,2.6089292741173975
2700,Poland,Rwanda,-0.918929839560844,4.674085715193648,106,44.056603773584904,-0.9507953493386424,5.460175025709193
2701,Cook Islands,Kazakhstan,-3.2,0.0,5,60.0,-3.2,1.3063945294843617
2702,Japan,Saint Kitts and Nevis,0.4803723104007256,2.99627109561714,35,47.714285714285715,0.8041635533689527,3.923872717017631
2703,Croatia,Angola,-2.15167738638861,4.499744282823552,9,55.55555555555556,-1.2346933517326293,4.3983006715301824
2704,Tajikistan,Vatican City,-5.361189335916251,0.12099350986140185,12,21.666666666666668,-5.387922212732531,4.919621321916571
2705,Iran,Keeling Islands,-1.1848193308295156,0.995282104460132,10,37.0,-1.5240043253625584,2.4490609005155597
2706,Nicaragua,Bolivia,-2.31492109558914,0.03300830891314467,18,33.333333333333336,-2.31492109558914,1.348015561467405
2707,Dominica,Ghana,-1.6921759425394407,2.668142064647927,31,38.70967741935484,-1.7576610853938337,3.6556052572582347
2708,Azerbaijan,Albania,3.414163674062474,3.7740085800376373,23,53.04347826086956,2.534409781330089,4.27761049782902
2709,Malta,Croatia,-1.6746877884692086,2.1679210548732284,23,35.65217391304348,-2.1217082087508294,3.8649984410483462
2710,Moldova,Uzbekistan,-4.1374396965249,3.0625294470612157,14,59.285714285714285,-4.081678645151019,4.47565276988091
2711,Malta,Morocco,1.1721150403075733,2.146607963890395,19,48.94736842105263,0.9762408147997793,2.8323459098481947
2712,Nicaragua,British Indian Ocean Territory,0.29580933397465997,1.9513781231164795,7,32.857142857142854,-0.7988481730739629,3.5476611199654142
2713,Venezuela,Nicaragua,-1.9129317318971883,1.0559434383059576,6,43.333333333333336,-2.0098686836694712,1.5274646940653955
2714,Portugal,Maldives,-2.9755568646022996,3.4863639661700576,28,24.285714285714285,-1.9482171105046449,5.755808708010323
2715,Dominican Republic,Poland,-5.568732925463889,3.2323406680119424,17,50.588235294117645,-5.3007857446167055,3.663563258785063
2716,Angola,Argentina,-2.2881313788852276,3.4457020698823855,19,44.73684210526316,-1.5322031000993375,3.064804239846797
2717,Gabon,North Korea,-0.9563299749826036,2.1720238875589866,12,31.666666666666668,-0.5574240014733484,2.6282714394571376
2718,Monaco,Keeling Islands,2.60303687635575,0.0,4,40.0,2.60303687635575,1.8406250269497995
2719,Saint Kitts and Nevis,Luxembourg,0.42851992072238004,3.186069668355536,6,50.0,1.6899228820291827,4.43515121160513
2720,Democratic Republic of the Congo,Kyrgyzstan,-10.839586117106956,0.9932572854930042,3,53.333333333333336,-11.197996967828173,9.171494695826727
2721,Cambodia,Sudan,-3.557991359169018,3.3373859955697602,27,53.333333333333336,-3.7450962710808042,4.963300618648738
2722,Sao Tome and Principe,Ireland,-2.222446938798445,2.1575822436986587,4,50.0,-1.1300996618015562,2.1752142533815775
2723,Belize,Guam,-2.17391304347826,0.0,2,35.0,-2.17391304347826,1.3175902755028828
2724,Austria,Malawi,-2.592091710570533,2.323447438745447,20,24.0,-2.7951960056471505,2.436513204506501
2725,Mexico,Tunisia,-6.489133761861034,2.4658112519471773,6,53.333333333333336,-7.782369146005508,6.500735365411786
2726,Aruba,Cyprus,-2.20588235294118,0,1,100.0,-2.20588235294118,0
2727,Congo,Czech Republic,-1.65094339622642,0.0,4,40.0,-1.65094339622642,0.0
2728,Peru,Seychelles,-3.404296639861004,3.508036711096292,5,64.0,-3.9667410759012527,3.3552016128868924
2729,Zimbabwe,Macedonia,-2.545164422976422,1.3219370258322474,12,45.833333333333336,-2.4190167117590846,2.5020185326942683
2730,Laos,Trinidad and Tobago,5.20833333333333,0,1,30.0,5.20833333333333,0
2731,Sao Tome and Principe,Greece,3.66197183098592,0,1,50.0,3.66197183098592,0
2732,Brunei,Tanzania,-5.722188520599581E-4,2.7674860175503353,5,30.0,0.7577517933712555,4.242801176097722
2733,Croatia,Niue,0.0454132606721198,0,1,40.0,0.0454132606721198,0
2734,Iceland,Gambia,3.88349514563106,0.0,2,100.0,3.8834951456310605,0.0
2735,Cambodia,Bahamas,-2.6027397260274,0.0,4,75.0,-2.6027397260273997,1.001794987634968
2736,Djibouti,Trinidad and Tobago,1.73267326732674,0.0,2,40.0,1.73267326732674,1.2251850169073895
2737,Mozambique,Luxembourg,-5.93824228028503,0,1,20.0,-5.93824228028503,0
2738,Burundi,Kyrgyzstan,-10.8974358974359,0,1,50.0,-10.897435897435901,0
2739,Turkey,United Kingdom,-4.131119587687568,3.2647300153608474,195309,39.01591836525711,-4.163285116649611,5.344231009424589
2740,New Zealand,Australia,-1.1241771640999678,3.5631585575512634,238923,42.66483344006228,-0.984750259985451,4.181928898080851
2741,Netherlands,United States,-2.6451468068447848,3.701627266248779,693344,37.53698020030461,-2.5905970947558763,5.1541264124153185
2742,Qatar,Turkey,-2.6609064350601503,3.292610944509779,13823,38.16609997829704,-2.6930292409101533,4.776039663894839
2743,Japan,Bulgaria,-1.4422993603599346,3.0223246213088957,3153,60.139549635268,-1.5757657162336398,3.4764434255820955
2744,Hungary,Russia,-2.090243714886514,2.8521499512820667,9759,36.91771697919869,-2.0441398531722648,4.02953673240954
2745,Jordan,Switzerland,-3.745879822967373,3.0769124668123924,2441,37.210159770585825,-3.699672153338329,4.432891749500149
2746,Sudan,Russia,-0.3131841580176002,4.0986019004100305,8957,44.07837445573295,-0.34163660648751737,5.1551536084300285
2747,Cameroon,India,-6.982184605647931,3.92567151741319,5807,41.766833132426385,-7.263036006174282,7.440736402422981
2748,Philippines,Saudi Arabia,-4.379701581481371,3.927987860781415,9457,37.744527862958655,-4.422917995544225,6.151915169549523
2749,Chile,Canada,-2.553714032297074,3.673111516214766,10587,33.67526211391329,-2.81152678264295,5.587429541881739
2750,India,Italy,0.3298236302668902,2.2344683001757097,14362,86.40648934688762,0.7494261541304664,1.3875216211504717
2751,Burundi,Brunei,-5.217308168423352,3.6635210532285587,212,48.91509433962264,-4.913616939713116,4.908217644136425
2752,Afghanistan,Turkmenistan,2.0686659004172205,3.4321304978923495,191,40.83769633507853,2.113374193015155,4.82799631540942
2753,Canada,Cambodia,-0.7554044937176686,3.8231681627649574,875,35.84,-1.0857817213305312,4.992496990886131
2754,Iraq,Qatar,-4.574090745760648,3.182652942833012,12600,39.87301587301587,-4.673987784394745,5.3619501949868225
2755,Bolivia,China,-0.9287337769747382,3.639195833873611,2043,40.89574155653451,-1.0370378853727753,4.487802976401623
2756,Kazakhstan,Bulgaria,-1.3437266622674366,2.8960306338134356,428,33.52803738317757,-1.410277312314569,3.691003684590499
2757,Rwanda,South Sudan,-1.395158165572991,2.9769308109094283,266,42.857142857142854,-1.4847906249907186,3.981709108232771
2758,Sudan,Norway,-6.094155143580675,2.7875587962397197,237,38.734177215189874,-5.987244489718775,5.558685305989369
2759,Saudi Arabia,Thailand,-3.956226789976154,3.206219684717228,4315,35.68713789107763,-3.929094759998659,5.027052216534915
2760,Philippines,Qatar,-3.197145314418289,4.3615294170431556,11243,35.543893978475495,-3.1392295594398893,5.999881221831607
2761,Malaysia,Nepal,-3.127680579110197,3.1166535158250013,6581,33.10895000759763,-3.1601581717809286,4.933950996239758
2762,Jamaica,Philippines,-0.8432845884366951,3.9480502862992912,341,44.01759530791789,-1.3876347006755754,5.5670809792639675
2763,Mexico,Nigeria,-3.0606010532342602,3.567560132551331,7071,36.2240135765804,-3.0452237626144347,5.293412184803276
2764,Togo,United States,-2.9810839337180046,3.5967904544254354,13411,40.38848706285885,-3.026719966785072,5.475224200097873
2765,Afghanistan,Guam,-3.295674977392473,3.9515110120831314,264,42.68939393939394,-3.598018795627438,6.899139377218492
2766,Swaziland,United States,-2.051048647206969,4.061572133698529,6964,43.72774267662263,-1.9157662744558874,5.478629983305907
2767,Ireland,Guam,-0.37576416733934015,1.6058903997058829,34,35.294117647058826,-0.5011545293732638,1.8274383270740615
2768,China,Sierra Leone,0.8831684800316595,3.4195010886391035,3537,41.28640090472152,0.8755040319854814,4.331597808954949
2769,Somalia,Philippines,-6.465676550323214,2.9589567145309355,3165,33.92101105845182,-6.4305748449942275,6.196739650793899
2770,Serbia,China,1.354133034414085,3.655414523468613,5282,37.41953805376751,1.1866224636127527,4.6017655374926125
2771,Madagascar,Sudan,-5.5223020968877155,1.5165508642285437,5,56.0,-4.652098259043791,2.103441733947784
2772,Bhutan,Qatar,-0.7376390984157281,5.376267880024289,199,36.78391959798995,-0.965896755146708,6.118310103121212
2773,United States,Iceland,-0.48103625966516605,3.257538262411599,2474,45.105092966855295,-0.3817014433765442,3.951680788692553
2774,Mauritania,Egypt,-2.499625887699087,4.031903293048632,353,37.59206798866855,-2.818037637166545,5.551850034396552
2775,Mexico,Azerbaijan,-2.2969564349697373,4.521296855491364,1684,37.60095011876484,-2.383191843536185,6.146337043702741
2776,Lithuania,Ireland,-4.101147228540189,3.9365694990161737,1430,39.63636363636363,-4.126450741415777,5.7805982869555015
2777,India,Kenya,-2.3358754364246765,4.364585254128618,2390,37.55230125523013,-2.270653600995643,5.442815479775952
2778,Chile,Venezuela,-3.53482400366659,3.393866579891359,277,31.624548736462096,-3.4577566476033255,4.8394713975446555
2779,Croatia,Pakistan,-5.103350860179791,3.313617655050463,1188,35.81649831649832,-4.965923064739912,5.316367817635362
2780,Trinidad and Tobago,Cayman Islands,-0.8021075508943745,2.8295592180971156,316,34.43037974683544,-0.5064895447304051,3.7868127585830615
2781,Israel,Samoa,-5.116805593662921,3.423312881540347,1195,35.7071129707113,-5.139608448878047,5.652231705384115
