country,avg_tone,std_tone,count_mentions,count_events,avg_conf,avg_weighted_tone,std_weighted_tone,first_quartile_tone,median_tone,third_quartile_tone
Niger,-4.501596849996527,3.446436640025031,226314,73005,37.441872796203505,-4.723983692721884,5.922097232691516,-6.71140939597315,-4.31893687707641,-2.38554881412024
Slovak Republic,-2.873566458175652,3.1977267208352664,164599,52781,40.97369971871032,-2.8376217757416633,4.3773867346115924,-5.421293272371,-3.10421286031042,-0.64308681672026
Vietnam,-1.8188162780864263,3.2304075112417654,1133802,370936,33.713285035658785,-1.7718945709975955,4.520199438574608,-3.90879478827361,-1.74731182795699,0.26881720430107
Bulgaria,-2.1965816229234436,4.157361669351865,207669,88641,38.95617545228224,-1.9817289979731103,5.427337733305422,-4.8828125,-1.77993527508091,0.5748865355522
Solomon Islands,-0.7319176856492585,3.182303692233145,20367,10860,42.356753571954634,-0.6125292323920697,4.066278832939367,-2.87162162162162,-0.87976539589442,1.53256704980843
Bangladesh,-4.958319046051645,4.004489208543899,938956,267438,42.06197095497553,-5.05824993013731,6.4447713591758,-7.61245674740485,-5.3343350864012,-2.46305418719212
Barbados,-0.5796482548898024,3.93110277083381,48912,20993,45.66098298985934,-0.5281459660196666,4.61338343741412,-2.84313725490196,-0.64655172413793,2.13414634146341
Burkina Faso,-4.235941957810593,3.2063671626010106,143306,33360,44.39688498736968,-4.427711353993278,5.271023772742493,-6.16113744075829,-4.48717948717948,-2.25669957686883
South Africa,-2.80497559462897,4.096560689182559,534575,223814,33.75788242996773,-2.6925413297588188,5.592462052877742,-5.53505535055351,-2.74941084053418,0.0
Laos,-1.2221563399632491,3.3476382051612488,161238,57043,39.16582939505576,-1.2553700142351676,4.152344849097476,-3.2258064516129,-1.49812734082397,0.830564784053149
Swaziland,-1.479784173359618,3.8453746029142204,18518,10365,43.77632573712064,-1.4855865772735928,4.927800068627614,-4.08805031446541,-1.69039145907473,1.09409190371991
Thailand,-3.5247594489187923,3.9992102047407108,1038842,308765,41.62734082757532,-3.511031725127417,5.642304001771134,-6.29470672389127,-4.03397027600849,-0.60851926977688
Bermuda,-1.8667998547675386,3.849765250079276,43296,20662,44.848715816703624,-1.561983406526021,4.874897553622975,-4.19426048565121,-1.92878338278932,0.88105726872247
Bahrain,-4.03578421090651,4.01197957605342,388508,112228,39.577640614865075,-4.181548875004094,6.426608643791337,-6.54008438818566,-4.23216444981862,-1.73564753004005
Micronesia,-1.5250839149885824,3.109385499168681,11806,4570,38.778587159071655,-1.5294232633617741,4.08982955732917,-3.28820116054158,-1.7167381974249,0.46439628482972
Ukraine,-3.810315014919796,3.3167730481035025,1316162,478689,37.46337456939192,-3.91781332137991,5.393403626949945,-5.89887640449439,-3.64963503649635,-1.65016501650165
Venezuela,-4.421643586051843,3.499167871204223,636104,191403,37.95923308138292,-4.571314634843928,5.757629668689613,-6.6167290886392,-4.56852791878172,-2.10526315789473
Mauritius,-0.22338006327034307,3.398458337946987,54974,25587,42.034598173682106,-0.07458108226179827,4.2194082964151995,-2.4346257889991,0.0,2.18340611353712
Estonia,-1.343652349890366,3.176182358329104,174595,59291,34.57962713708869,-1.2716277785962171,4.328875757003287,-3.11447811447811,-0.97087378640776,0.579150579150579
Georgia,-2.574098418185381,3.033776604828505,4531,2119,31.355109247406755,-2.6771995485513997,4.387256000103569,-4.82758620689655,-2.5440313111546,-0.83194675540765
Zimbabwe,-3.1951195895470406,3.544426797099212,544884,201680,42.740014388383585,-3.1731426370086706,5.036076508471178,-5.12,-3.05745914602004,-1.01137800252845
Mali,-4.758215673996548,3.463023594923277,290287,69761,41.918136189357426,-4.919429804051292,5.77671336656282,-7.03517587939699,-4.73372781065089,-2.8125
Netherlands,-2.396256038622572,3.736213678101188,1199492,410090,37.60912953150167,-2.2967650882472452,5.08046991344654,-4.85727440147329,-2.33545647558387,0.15197568389058
Namibia,-1.3024343704179868,3.9341005645895577,82139,51438,41.23522321917725,-1.2070544084825656,4.9552854070078185,-3.79871731623089,-0.78947368421052,1.45560407569141
Kyrgyzstan,-2.4204371355064294,3.920876194988783,116014,56141,37.65614494802352,-2.4302007416931515,5.420376784518474,-5.3030303030303,-2.13299874529485,0.37313432835821
Macedonia,-5.184475164954917,3.4229662439069535,241277,61096,40.93991553276939,-5.333378950885153,5.872800984460596,-7.35294117647059,-5.50113036925395,-3.47322720694645
Samoa,-0.608368338765797,3.5752976663445546,21707,12521,39.220067259409404,-0.43688200776924185,4.99087584504309,-2.74869109947644,-0.18348623853211,1.82648401826484
Uzbekistan,-2.801760657169416,4.113997643808132,165384,73263,38.187732791563874,-2.502698509156978,5.481095750396125,-5.70469798657718,-2.97225891677675,0.41277427764501
Czech Republic,-2.548818892685327,3.601079377635703,324833,104503,36.75174628193564,-2.530099732257695,5.01766675260981,-5.06958250497018,-2.64900662251656,0.0
Mozambique,-2.2472437633020927,3.8291349260384173,135921,57116,40.5914465020122,-2.274783116674766,5.000765474776471,-4.8469387755102,-1.78147268408551,0.568181818181809
Haiti,-3.282625304633861,3.398484270150684,314771,83704,39.95142500420941,-3.2353621577593192,4.923495577055815,-5.47112462006079,-3.28638497652582,-1.06707317073171
Hungary,-4.050301572874334,3.1691803227432507,733673,168845,39.1313159950005,-4.042053596570719,5.049214501123885,-6.0204081632653,-4.56905503634476,-2.31578947368421
Vanuatu,-2.7214825189470115,3.5376418023638543,37944,13034,43.622970693653805,-2.629149614854267,4.683493216122864,-5.49199084668192,-3.20284697508897,0.0
Vatican City,-1.7950285720722907,3.265743061413863,502023,125226,45.065026901157914,-1.8956597027400923,4.406862422267465,-3.80622837370243,-1.20370370370371,0.52631578947369
