country,avg_tone,std_tone,count_mentions,count_events,avg_conf,avg_weighted_tone,std_weighted_tone,first_quartile_tone,median_tone,third_quartile_tone
Thailand,-2.042323622464773,4.093598513711666,161961,126665,45.363945641234615,-1.9302592745016416,5.211430117669888,-4.90196078431372,-2.02898550724638,0.86526576019778
Norway,-1.6714782130848658,3.110611047247746,16543,14113,43.718793447379554,-1.4990174661776756,4.056369179261278,-3.61445783132531,-1.53121319199058,0.3579098067287
Turkmenistan,3.204652564668725,3.602764087060461,4081,4049,47.77995589316344,3.1313325763590205,4.828484328707936,1.72228202368137,3.29670329670329,5.29100529100529
Somalia,-3.4347834393162318,3.328204027778559,144567,90395,37.24266257167957,-3.3961471119545656,5.148327561944423,-4.97091485986251,-3.02972195589645,-2.23248652809854
Tuvalu,-0.5570372517846714,2.4640396094437547,124,87,31.774193548387096,0.18067590866476219,3.8012579135192643,-2.64527320034692,-1.51006711409396,1.50375939849624
Congo,-1.73811722079046,1.0690058297182505,7,7,38.57142857142857,-1.5077878733523566,1.4903227337482174,-3.13432835820895,-1.78983833718245,-0.61099796334012
Bhutan,0.3089001766676701,3.656969381772749,9259,8818,50.00756021168593,0.2395510819276097,4.22036268884513,-1.76125244618395,0.36396724294814,2.57731958762887
Democratic Republic of the Congo,0.24355578547266962,2.5110799424228802,66,63,54.24242424242424,0.6626257233343316,2.940231205628032,-1.78983833718245,1.01010101010101,2.20868240670221
Croatia,-0.4365866303708315,3.5201327192475462,9369,9205,41.191162343900096,-0.270055019667849,4.41329925505806,-2.70833333333334,0.0,1.91204588910134
Bangladesh,-2.5004692748030117,4.278407817285207,419327,275873,44.60952907873807,-2.5715694011548367,5.76547519945925,-5.59345156889495,-2.38095238095238,0.76595744680851
Barbados,-0.4852188569238444,3.6013225969962877,26104,22979,52.17093165798345,-0.4972116889235417,4.226598333869966,-2.77264325323475,-0.43731778425656,2.03045685279188
Panama,-2.041107003251955,4.030097784767567,7306,6633,46.99835751437175,-1.7894453795929757,5.2618152041098485,-4.71014492753623,-1.88679245283018,0.64102564102564
Cape Verde,-0.8346104981189749,1.0428477497271011,21,21,41.904761904761905,-0.7533088609922288,1.5845008098981275,-2.32558139534884,-0.38398244651673,-0.38398244651673
Iran,-3.694743711612506,3.2504330490780875,265013,158210,36.507492085293926,-3.6252932962270474,4.922310571614538,-5.82120582120582,-3.67231638418079,-1.57347569542006
Denmark,-1.5503049358321261,2.9933314852337034,15715,11984,42.47725103404391,-1.5148188985337265,3.8766966506485923,-3.35120643431636,-1.55440414507772,0.2356637863315
Niger,5.0314465408805,0.0,1,1,100.0,5.0314465408805,0.0,5.0314465408805,5.0314465408805,5.0314465408805
Ukraine,-2.0706564311342492,3.7442338720418458,108428,89208,43.07309919946877,-1.9112338177151418,4.769162705469794,-4.41767068273092,-1.82370820668693,0.531914893617021
