source_name,tone
unhcr.org,-1.76082171680117
lse.co.uk,-3.125
rte.ie,-2.62605042016807
timeslive.co.za,-10.077519379845
sowetanlive.co.za,-10.2362204724409
yahoo.com,-8.69565217391302
yahoo.com,-8.69565217391302
defenceweb.co.za,-8.35443037974687
dailystar.com.lb,-9.07928388746808
theguardian.com,-8.27067669172928
naharnet.com,-8.27067669172936
dailymail.co.uk,-9.4890510948905
dailytimes.com.ng,-9.33572710951529
bignewsnetwork.com,-8.8
radioaustralia.net.au,-8.29145728643214
yahoo.com,-8.69565217391302
business-standard.com,-8.8
newkerala.com,-7.981220657277
daijiworld.com,-10.1485148514852
yahoo.com,-8.08823529411768
abc.net.au,-8.29145728643214
nst.com.my,-9.48905109489047
dailystar.com.lb,-9.07928388746808
irishsun.com,-9.05660377358487
gulf-times.com,-9.63636363636364
independent.co.uk,-12.0418848167539
cfr.org,-5.68421052631579
sify.com,-8.50515463917525
sify.com,-8.50515463917525
bostonglobe.com,3.97219463753724
allafrica.com,-1.67682926829268
indiablooms.com,-0.25188916876575
indiablooms.com,-0.25188916876575
sify.com,-0.44150110375276
newkerala.com,-0.25773195876288
allafrica.com,-0.44150110375276
reuters.com,-5.15222482435597
reuters.com,-5.15222482435597
reuters.com,-5.15222482435597
reuters.com,-5.15222482435597
modernghana.com,-0.24937655860349
ghanamma.com,-0.24570024570024
dailyguideghana.com,-0.24630541871921
theneighbourhoodonline.com,-2.53164556962025
theguardian.com,-1.83823529411765
wyomingpublicmedia.org,-7.4792243767313
kanw.com,-7.4792243767313
wwno.org,-7.4792243767313
ghanaweb.com,-3.44827586206897
vibeghana.com,-3.34788937409024
modernghana.com,-3.38235294117647
myjoyonline.com,-3.40236686390533
modernghana.com,-3.38235294117647
modernghana.com,-3.38235294117647
ghanaweb.com,-3.44827586206897
misna.org,-6.20689655172414
bbc.co.uk,-11.2820512820513
dailymail.co.uk,-3.23886639676113
yahoo.com,-1.81818181818182
gbcghana.com,2.51716247139588
allafrica.com,0.318471337579616
newbusinessethiopia.com,6.37982195845697
newbusinessethiopia.com,6.37982195845697
newbusinessethiopia.com,6.37982195845697
brecorder.com,-2.63157894736842
newsfultoncounty.com,-0.17857142857143
tribune.net.ph,-6.51851851851852
newvision.co.ug,-6.72514619883041
newvision.co.ug,-6.72514619883041
starafrica.com,4.59770114942529
starafrica.com,4.59770114942529
ghanamma.com,3.68421052631579
apanews.net,1.98675496688742
trust.org,-4.46194225721785
trust.org,-4.46194225721785
yahoo.com,-4.56989247311828
yahoo.com,-4.60704607046071
todayonline.com,-3.5483870967742
yahoo.com,-4.50928381962865
yahoo.com,-4.47368421052632
zimdaily.com,-3.4833091436865
allafrica.com,-4.23892100192678
newzimbabwe.com,-3.51390922401171
thepoint.gm,2.03045685279188
innercitypress.com,-2.00267022696929
innercitypress.com,-2.12511224184376
innercitypress.com,-2.12511224184376
innercitypress.com,-4.052573932092
innercitypress.com,-2.14405360134004
innercitypress.com,-1.51221403644823
beloitdailynews.com,-4.37710437710437
yahoo.com,-4.37710437710437
newbusinessethiopia.com,4.21686746987952
news24.com,-2.29007633587786
BBC Monitoring,-1.72744721689059
mgafrica.com,1.10803324099723
BBC Monitoring,2.34375
citizentv.co.ke,-0.81168831168831
politicaldog101.com,-3.52201257861635
yahoo.com,-3.55677154582764
yahoo.com,-3.76569037656904
peacefmonline.com,-1.32890365448505
4-traders.com,4.23280423280423
macauhub.com.mo,1.82481751824817
ghanabusinessnews.com,-2.16867469879518
patheos.com,-2.4745269286754
catholicnewsagency.com,-2.4745269286754
catholicnewsagency.com,-2.4745269286754
angelusnews.com,-2.50737463126844
the-tidings.com,-2.50737463126844
catholicworldreport.com,-2.35294117647058
graphic.com.gh,0.75853350189633
graphic.com.gh,0.75853350189633
modernghana.com,0.76045627376426
modernghana.com,0.76045627376426
manchestereveningnews.co.uk,2.83140283140283
footytube.com,2.16216216216216
allafrica.com,0.87912087912088
