GlobalEventID. (integer);Day. (integer);MonthYear. (integer);Year. (integer);FractionDate. (floating point;Actor1Code. (string);Actor1Name. (string);Actor1CountryCode. (string);Actor1KnownGroupCode. (string);Actor1EthnicCode. (string);Actor1Religion1Code. (string);Actor1Religion2Code. (string);Actor1Type1Code. (string);Actor1Type2Code. (string);Actor1Type3Code. (string);Actor2Code. (string);Actor2Name. (string);Actor2CountryCode. (string);Actor2KnownGroupCode. (string);Actor2EthnicCode. (string);Actor2Religion1Code. (string);Actor2Religion2Code. (string);Actor2Type1Code. (string);Actor2Type2Code. (string);Actor2Type3Code. (string);IsRootEvent. (integer);EventCode. (string);EventBaseCode. (string);EventRootCode. (string);QuadClass. (integer);GoldsteinScale. (floating point;NumMentions. (integer);NumSources. (integer);NumArticles. (integer);AvgTone. (numeric);Actor1Geo_Type. (integer);Actor1Geo_Fullname. (string);Actor1Geo_CountryCode. (string);Actor1Geo_ADM1Code. (string);Actor1Geo_ADM2Code. (string);Actor1Geo_Lat. (floating point;Actor1Geo_Long. (floating point;Actor1Geo_FeatureID. (string);Actor2Geo_Type. (integer);Actor2Geo_Fullname. (string);Actor2Geo_CountryCode. (string);Actor2Geo_ADM1Code. (string);Actor2Geo_ADM2Code. (string);Actor2Geo_Lat. (floating point;Actor2Geo_Long. (floating point;Actor2Geo_FeatureID. (string);ActionGeo_Type. (integer);ActionGeo_Fullname. (string);ActionGeo_CountryCode. (string);ActionGeo_ADM1Code. (string);ActionGeo_ADM2Code. (string);ActionGeo_Lat. (floating point;ActionGeo_Long. (floating point;ActionGeo_FeatureID. (string);DATEADDED. (integer);SOURCEURL. (string)
707238988;20171115;201711;2017;2017.8630;USA;AMERICAN;USA;;;;;;;;USAGOV;UNITED STATES;USA;;;;;GOV;;;1;43;43;4;1;2.8;4;1;4;3.74531835205992;2;Florida, United States;US;USFL;;27.8333;-81.717;FL;2;Florida, United States;US;USFL;;27.8333;-81.717;FL;2;Florida, United States;US;USFL;;27.8333;-81.717;FL;2,02E+13;http://www.cnn.com/2017/11/15/politics/trump-water-bottle/
707238989;20171115;201711;2017;2017.8630;USA;AUSTIN;USA;;;;;;;;USAGOV;UNITED STATES;USA;;;;;GOV;;;1;43;43;4;1;2.8;2;1;2;-0.28571428571428;2;Indiana, United States;US;USIN;;39.8647;-86.2604;IN;3;Floresville, Texas, United States;US;USTX;TX493;29.1336;-98.1561;1357499;3;Floresville, Texas, United States;US;USTX;TX493;29.1336;-98.1561;1357499;2,02E+13;https://www.voanews.com/a/republican-governors-gather-amid-party-setbacks-turmoil/4116778.html
707238990;20171115;201711;2017;2017.8630;USA;WASHINGTON;USA;;;;;;;;USAGOV;UNITED STATES;USA;;;;;GOV;;;1;111;111;11;3;-2.0;1;1;1;-6.77966101694915;3;Washington, District of Columbia, United States;US;USDC;DC001;38.8951;-77.0364;531871;3;Washington, District of Columbia, United States;US;USDC;DC001;38.8951;-77.0364;531871;1;Israel;IS;IS;;31.5;34.75;IS;2,02E+13;http://wwlp.com/ap/us-opposes-nazi-speech-but-will-vote-no-at-un-to-banning-it/
707238991;20171115;201711;2017;2017.8630;USA;WASHINGTON;USA;;;;;;;;USAGOV;UNITED STATES;USA;;;;;GOV;;;1;111;111;11;3;-2.0;1;1;1;-6.77966101694915;1;Israel;IS;IS;;31.5;34.75;IS;1;Israel;IS;IS;;31.5;34.75;IS;1;Israel;IS;IS;;31.5;34.75;IS;2,02E+13;http://wwlp.com/ap/us-opposes-nazi-speech-but-will-vote-no-at-un-to-banning-it/
707238992;20171115;201711;2017;2017.8630;USA;OHIO;USA;;;;;;;;USAGOV;UNITED STATES;USA;;;;;GOV;;;0;120;120;12;3;-4.0;4;1;4;-7.65027322404372;2;Ohio, United States;US;USOH;;40.3736;-82.7755;OH;2;Ohio, United States;US;USOH;;40.3736;-82.7755;OH;3;Columbus, Ohio, United States;US;USOH;OH049;39.9612;-82.9988;1080996;2,02E+13;https://www.theepochtimes.com/ohio-calls-off-another-execution-after-struggling-to-find-vein_2358498.html
707238993;20171115;201711;2017;2017.8630;USA;WASHINGTON;USA;;;;;;;;USAGOV;UNITED STATES;USA;;;;;GOV;;;1;193;193;19;4;-10.0;1;1;1;-5.74712643678161;2;Washington, United States;US;USWA;;47.3917;-121.571;WA;3;Ridgecrest, Washington, United States;US;USWA;WA033;47.7473;-122.318;1509828;3;Ridgecrest, Washington, United States;US;USWA;WA033;47.7473;-122.318;1509828;2,02E+13;http://www.ridgecrestca.com/zz/news/20171115/house-dems-introduce-impeachment-articles-against-trump
707238994;20171115;201711;2017;2017.8630;USA;UNITED STATES;USA;;;;;;;;USAJUD;UNITED STATES;USA;;;;;JUD;;;1;14;14;1;1;0.0;4;1;4;-3.9453717754173;2;New York, United States;US;USNY;;42.1497;-74.9384;NY;2;New York, United States;US;USNY;;42.1497;-74.9384;NY;2;New York, United States;US;USNY;;42.1497;-74.9384;NY;2,02E+13;https://townhall.com/columnists/betsymccaughey/2017/11/15/aba-and-dems-smear-court-picks-n2409464
707238995;20171115;201711;2017;2017.8630;USA;SEATTLE;USA;;;;;;;;USAJUD;UNITED STATES;USA;;;;;JUD;;;0;20;20;2;1;3.0;2;1;2;-2.08333333333334;3;Portland, Oregon, United States;US;USOR;OR051;45.5235;-122.676;1136645;3;Portland, Oregon, United States;US;USOR;OR051;45.5235;-122.676;1136645;3;Portland, Oregon, United States;US;USOR;OR051;45.5235;-122.676;1136645;2,02E+13;http://koin.com/2017/11/15/doj-to-oregon-comply-with-fed-statute-on-immigration/
707238996;20171115;201711;2017;2017.8630;USA;UNITED STATES;USA;;;;;;;;USAJUD;UNITED STATES;USA;;;;;JUD;;;0;42;42;4;1;1.9;4;1;4;-2.47933884297521;2;Alabama, United States;US;USAL;;32.799;-86.8073;AL;2;Alabama, United States;US;USAL;;32.799;-86.8073;AL;2;Alabama, United States;US;USAL;;32.799;-86.8073;AL;2,02E+13;http://regator.com/whatshot/Trenton+Garmon/
707238997;20171115;201711;2017;2017.8630;USA;UNITED STATES;USA;;;;;;;;USAMED;UNITED STATES;USA;;;;;MED;;;1;10;10;1;1;0.0;2;1;2;-7.52688172043011;3;Springfield, Massachusetts, United States;US;USMA;MA013;42.1015;-72.5898;609092;2;Massachusetts, United States;US;USMA;;42.2373;-71.5314;MA;2;Massachusetts, United States;US;USMA;;42.2373;-71.5314;MA;2,02E+13;http://wwlp.com/2017/11/15/victim-of-deadly-i-291-accident-identified/
707238998;20171115;201711;2017;2017.8630;USA;UNITED STATES;USA;;;;;;;;USAMED;ASSOCIATED PRESS;USA;;;;;MED;;;1;43;43;4;1;2.8;3;1;3;0.61855670103092;3;Sutherland Springs, Texas, United States;US;USTX;TX493;29.2733;-98.0567;1369438;2;Texas, United States;US;USTX;;31.106;-97.6475;TX;2;Texas, United States;US;USTX;;31.106;-97.6475;TX;2,02E+13;https://www.msn.com/en-us/news/politics/pence-promises-to-bring-texas-e2-80-98all-the-way-back-e2-80-99-from-harvey/ar-BBF0JNT
707238999;20171115;201711;2017;2017.8630;USA;UNITED STATES;USA;;;;;;;;USAMED;ASSOCIATED PRESS;USA;;;;;MED;;;1;43;43;4;1;2.8;1;1;1;0.61855670103092;2;Texas, United States;US;USTX;;31.106;-97.6475;TX;3;Sutherland Springs, Texas, United States;US;USTX;;29.2733;-98.0567;1369438;2;Texas, United States;US;USTX;;31.106;-97.6475;TX;2,02E+13;https://www.msn.com/en-us/news/politics/pence-promises-to-bring-texas-e2-80-98all-the-way-back-e2-80-99-from-harvey/ar-BBF0JNT
707239000;20171115;201711;2017;2017.8630;USA;UNITED STATES;USA;;;;;;;;USAMED;THE ASSOCIATED PRESS;USA;;;;;MED;;;1;120;120;12;3;-4.0;4;1;4;-2.94117647058824;3;Arctic National Wildlife Refuge, Alaska, United States;US;USAK;AK185;68.7506;-144.501;1416035;3;Arctic National Wildlife Refuge, Alaska, United States;US;USAK;;68.7506;-144.501;1416035;3;Arctic National Wildlife Refuge, Alaska, United States;US;USAK;;68.7506;-144.501;1416035;2,02E+13;http://www.nydailynews.com/newswires/news/business/latest-goodall-asks-senate-reject-arctic-drilling-article-1.3635001
707239001;20171115;201711;2017;2017.8630;USA;IOWA;USA;;;;;;;;USAPTY;UNITED STATES;USA;;;;;;;;0;36;36;3;1;4.0;1;1;1;0.61728395061728;2;Iowa, United States;US;USIA;;42.0046;-93.214;IA;2;Iowa, United States;US;USIA;;42.0046;-93.214;IA;2;Iowa, United States;US;USIA;;42.0046;-93.214;IA;2,02E+13;https://www.redstate.com/brandon_morse/2017/11/15/lol-alec-baldwin-said-hed-make-good-president/
707239002;20171115;201711;2017;2017.8630;USA;IOWA;USA;;;;;;;;USAPTY;UNITED STATES;USA;;;;;;;;0;36;36;3;1;4.0;1;1;1;0.61728395061728;2;Iowa, United States;US;USIA;;42.0046;-93.214;IA;2;Iowa, United States;US;USIA;;42.0046;-93.214;IA;2;New Hampshire, United States;US;USNH;;43.4108;-71.5653;NH;2,02E+13;https://www.redstate.com/brandon_morse/2017/11/15/lol-alec-baldwin-said-hed-make-good-president/
707239003;20171115;201711;2017;2017.8630;USA;UNITED STATES;USA;;;;;;;;USAREL;UNITED STATES;USA;;;;;;;;0;15;15;1;1;0.0;2;1;2;0.61855670103092;2;Texas, United States;US;USTX;;31.106;-97.6475;TX;2;Texas, United States;US;USTX;;31.106;-97.6475;TX;2;Texas, United States;US;USTX;;31.106;-97.6475;TX;2,02E+13;https://www.msn.com/en-us/news/politics/pence-promises-to-bring-texas-e2-80-98all-the-way-back-e2-80-99-from-harvey/ar-BBF0JNT
707239004;20171115;201711;2017;2017.8630;USA;UNITED STATES;USA;;;;;;;;USAREL;UNITED STATES;USA;;;;;;;;0;51;51;5;1;3.4;2;1;2;0.61855670103092;2;Texas, United States;US;USTX;;31.106;-97.6475;TX;2;Texas, United States;US;USTX;;31.106;-97.6475;TX;2;Texas, United States;US;USTX;;31.106;-97.6475;TX;2,02E+13;https://www.msn.com/en-us/news/politics/pence-promises-to-bring-texas-e2-80-98all-the-way-back-e2-80-99-from-harvey/ar-BBF0JNT
707239005;20171115;201711;2017;2017.8630;USA;CALIFORNIA;USA;;;;;;;;USAUAF;UNITED STATES;USA;;;;;UAF;;;1;182;182;18;4;-9.5;1;1;1;-7.9295154185022;3;Tehama, California, United States;US;USCA;CA103;40.0271;-122.123;1659964;3;Tehama, California, United States;US;USCA;CA103;40.0271;-122.123;1659964;3;Tehama, California, United States;US;USCA;CA103;40.0271;-122.123;1659964;2,02E+13;http://abc7.com/body-of-tehama-county-gunmans-wife-found-under-floor-of-home/2652360/
707239006;20171115;201711;2017;2017.8630;USA;CALIFORNIA;USA;;;;;;;;USAUAF;UNITED STATES;USA;;;;;UAF;;;1;182;182;18;4;-9.5;1;1;1;-7.9295154185022;3;Rancho Tehama Reserve, California, United States;US;USCA;CA103;40.0157;-122.401;2413663;3;Tehama County, California, United States;US;USCA;;40.1332;-122.301;1692767;3;Tehama County, California, United States;US;USCA;;40.1332;-122.301;1692767;2,02E+13;http://abc7.com/body-of-tehama-county-gunmans-wife-found-under-floor-of-home/2652360/
707239007;20171115;201711;2017;2017.8630;USA;NEW ORLEANS;USA;;;;;;;;VAT;VATICAN;VAT;;;;;;;;1;84;84;8;2;7.0;10;1;10;-4.23280423280423;0;;;;;;;;0;;;;;;;;0;;;;;;;;2,02E+13;http://www.brooklynvegan.com/exhorder-are-back-playing-slaughter-in-the-vatican-the-law-in-full-in-bk/
707239008;20171115;201711;2017;2017.8630;USA;UNITED STATES;USA;;;;;;;;ZWE;ZIMBABWE;ZWE;;;;;;;;1;90;90;9;2;-2.0;2;1;2;0.38461538461538;3;Wicomico County, Maryland, United States;US;USMD;MD045;38.3668;-75.5996;1668606;3;Parkside High School, Maryland, United States;US;USMD;;38.3496;-75.5733;1668681;3;Wicomico County, Maryland, United States;US;USMD;;38.3668;-75.5996;1668606;2,02E+13;http://www.foxla.com/news/local-news/maryland-teacher-charged-with-selling-heroin-on-school-grounds-wicomico-co-sheriffs-office-says
707239009;20171115;201711;2017;2017.8630;USA;UNITED STATES;USA;;;;;;;;ZWE;ZIMBABWE;ZWE;;;;;;;;1;90;90;9;2;-2.0;2;1;2;0.38461538461538;3;Wicomico County, Maryland, United States;US;USMD;MD045;38.3668;-75.5996;1668606;3;Parkside High School, Maryland, United States;US;USMD;;38.3496;-75.5733;1668681;3;Parkside High School, Maryland, United States;US;USMD;;38.3496;-75.5733;1668681;2,02E+13;http://www.foxla.com/news/local-news/maryland-teacher-charged-with-selling-heroin-on-school-grounds-wicomico-co-sheriffs-office-says
707239010;20171115;201711;2017;2017.8630;USA;UNITED STATES;USA;;;;;;;;ZWE;ZIMBABWE;ZWE;;;;;;;;1;173;173;17;4;-5.0;2;1;2;-8.22510822510823;3;Wicomico County, Maryland, United States;US;USMD;MD045;38.3668;-75.5996;1668606;3;Wicomico County, Maryland, United States;US;USMD;;38.3668;-75.5996;1668606;3;Wicomico County, Maryland, United States;US;USMD;;38.3668;-75.5996;1668606;2,02E+13;http://www.wmdt.com/news/maryland/wanted-salisbury-man-arrested-on-sex-offense-charges-in-connection-with-wicomico-co-case/656736159
707239011;20171115;201711;2017;2017.8630;USA;UNITED STATES;USA;;;;;;;;ZWE;ZIMBABWE;ZWE;;;;;;;;1;173;173;17;4;-5.0;4;1;4;-8.22510822510823;3;State Of Maryland, Maryland, United States;US;USMD;MD003;39.0004;-76.75;1714934;3;Wicomico County, Maryland, United States;US;USMD;;38.3668;-75.5996;1668606;3;Wicomico County, Maryland, United States;US;USMD;;38.3668;-75.5996;1668606;2,02E+13;http://www.wmdt.com/news/maryland/wanted-salisbury-man-arrested-on-sex-offense-charges-in-connection-with-wicomico-co-case/656736159
707239012;20171115;201711;2017;2017.8630;USA;UNITED STATES;USA;;;;;;;;ZWE;ZIMBABWE;ZWE;;;;;;;;1;173;173;17;4;-5.0;2;1;2;-8.22510822510823;3;State Of Maryland, Maryland, United States;US;USMD;MD003;39.0004;-76.75;1714934;3;State Of Maryland, Maryland, United States;US;USMD;;39.0004;-76.75;1714934;3;State Of Maryland, Maryland, United States;US;USMD;;39.0004;-76.75;1714934;2,02E+13;http://www.wmdt.com/news/maryland/wanted-salisbury-man-arrested-on-sex-offense-charges-in-connection-with-wicomico-co-case/656736159
707239013;20171115;201711;2017;2017.8630;USA;UNITED STATES;USA;;;;;;;;ZWE;ZIMBABWE;ZWE;;;;;;;;1;173;173;17;4;-5.0;1;1;1;-8.22510822510823;3;Dorchester County, Maryland, United States;US;USMD;MD019;38.4668;-75.9997;596495;4;Salisbury, Mashonaland East, Zimbabwe;ZI;ZI04;40197;-17.8178;31.0447;-2312291;4;Salisbury, Mashonaland East, Zimbabwe;ZI;ZI04;40197;-17.8178;31.0447;-2312291;2,02E+13;http://www.wmdt.com/news/maryland/wanted-salisbury-man-arrested-on-sex-offense-charges-in-connection-with-wicomico-co-case/656736159
707239014;20171115;201711;2017;2017.8630;USA;UNITED STATES;USA;;;;;;;;ZWE;ZIMBABWE;ZWE;;;;;;;;1;173;173;17;4;-5.0;1;1;1;-8.22510822510823;3;Dorchester County, Maryland, United States;US;USMD;MD019;38.4668;-75.9997;596495;4;Salisbury, Mashonaland East, Zimbabwe;ZI;ZI04;40197;-17.8178;31.0447;-2312291;3;Dorchester County, Maryland, United States;US;USMD;;38.4668;-75.9997;596495;2,02E+13;http://www.wmdt.com/news/maryland/wanted-salisbury-man-arrested-on-sex-offense-charges-in-connection-with-wicomico-co-case/656736159
707239015;20171115;201711;2017;2017.8630;USAASM;SAMOAN;USA;;;;;;;;AUS;AUSTRALIA;AUS;;;;;;;;0;120;120;12;3;-4.0;1;1;1;3.40557275541796;4;Apia, Samoa (general), Samoa;WS;WS00;25301;-13.8333;-171.733;-1307163;4;Brisbane, Queensland, Australia;AS;AS04;154654;-27.5;153.017;-1561728;4;Apia, Samoa (general), Samoa;WS;WS00;25301;-13.8333;-171.733;-1307163;2,02E+13;http://www.samoaobserver.ws/en/16_11_2017/local/26713/Samoa-Airways-inaugural-flight-successful.htm
707239016;20171115;201711;2017;2017.8630;USAASM;SAMOAN;USA;;;;;;;;AUS;AUSTRALIA;AUS;;;;;;;;0;120;120;12;3;-4.0;1;1;1;3.40557275541796;4;Brisbane, Queensland, Australia;AS;AS04;154654;-27.5;153.017;-1561728;4;Apia, Samoa (general), Samoa;WS;WS00;25301;-13.8333;-171.733;-1307163;5;Auckland, Auckland, New Zealand;NZ;NZE7;22379;-36.75;174.583;11483124;2,02E+13;http://www.samoaobserver.ws/en/16_11_2017/local/26713/Samoa-Airways-inaugural-flight-successful.htm
707239017;20171115;201711;2017;2017.8630;USAASMGOV;SAMOAN;USA;;;;;GOV;;;AUS;AUSTRALIA;AUS;;;;;;;;0;120;120;12;3;-4.0;2;1;2;3.40557275541796;4;Apia, Samoa (general), Samoa;WS;WS00;25301;-13.8333;-171.733;-1307163;4;Brisbane, Queensland, Australia;AS;AS04;154654;-27.5;153.017;-1561728;4;Apia, Samoa (general), Samoa;WS;WS00;25301;-13.8333;-171.733;-1307163;2,02E+13;http://www.samoaobserver.ws/en/16_11_2017/local/26713/Samoa-Airways-inaugural-flight-successful.htm
707239018;20171115;201711;2017;2017.8630;USABUS;NEW JERSEY;USA;;;;;BUS;;;;;;;;;;;;;1;43;43;4;1;2.8;2;1;2;1.35135135135135;2;New Jersey, United States;US;USNJ;;40.314;-74.5089;NJ;0;;;;;;;;2;New Jersey, United States;US;USNJ;;40.314;-74.5089;NJ;2,02E+13;http://blog.timesunion.com/tablehopping/57584/hot-sauce-files-wuju/
707239019;20171115;201711;2017;2017.8630;USACOP;VIRGINIA BEACH;USA;;;;;COP;;;;;;;;;;;;;1;90;90;9;2;-2.0;6;1;6;-4.51612903225806;3;Virginia Beach, Virginia, United States;US;USVA;VA810;36.8529;-75.978;1500261;0;;;;;;;;3;Virginia Beach, Virginia, United States;US;USVA;;36.8529;-75.978;1500261;2,02E+13;http://www.dailypress.com/news/southside/dp-probe-detective-facebook-post-follows-racial-bias-claim-20171115-story.html
707239020;20171115;201711;2017;2017.8630;USACOP;UNITED STATES;USA;;;;;COP;;;;;;;;;;;;;1;173;173;17;4;-5.0;2;1;2;-10.7438016528926;3;Washington, District of Columbia, United States;US;USDC;DC001;38.8951;-77.0364;531871;0;;;;;;;;3;Washington, District of Columbia, United States;US;USDC;DC001;38.8951;-77.0364;531871;2,02E+13;http://www.baltimoresun.com/news/maryland/anne-arundel/ac-cn-sosa-guevara-murder-1115-story.html
707239021;20171115;201711;2017;2017.8630;USACOP;UNITED STATES;USA;;;;;COP;;;;;;;;;;;;;1;173;173;17;4;-5.0;2;1;2;-10.7438016528926;2;Massachusetts, United States;US;USMA;;42.2373;-71.5314;MA;0;;;;;;;;2;Massachusetts, United States;US;USMA;;42.2373;-71.5314;MA;2,02E+13;http://www.baltimoresun.com/news/maryland/anne-arundel/ac-cn-sosa-guevara-murder-1115-story.html
707239022;20171115;201711;2017;2017.8630;USACOP;UNITED STATES;USA;;;;;COP;;;;;;;;;;;;;1;180;180;18;4;-9.0;4;1;2;-8.36653386454184;3;Montgomery County, Ohio, United States;US;USOH;OH113;39.7503;-84.2999;1074069;0;;;;;;;;3;Montgomery County, Ohio, United States;US;USOH;;39.7503;-84.2999;1074069;2,02E+13;http://abc22now.com/news/local/former-montgomery-county-deputy-who-assaulted-wife-stepdaughter-sentenced
707239023;20171115;201711;2017;2017.8630;USACOP;UNITED STATES;USA;;;;;COP;;;BHS;NASSAU;BHS;;;;;;;;1;71;71;7;2;7.4;4;1;4;-10.7438016528926;2;New York, United States;US;USNY;;42.1497;-74.9384;NY;3;Nassau County, New York, United States;US;USNY;;40.7507;-73.5829;974128;3;Nassau County, New York, United States;US;USNY;;40.7507;-73.5829;974128;2,02E+13;http://www.baltimoresun.com/news/maryland/anne-arundel/ac-cn-sosa-guevara-murder-1115-story.html
707239024;20171115;201711;2017;2017.8630;USACOP;UNITED STATES;USA;;;;;COP;;;BHS;NASSAU;BHS;;;;;;;;1;90;90;9;2;-2.0;4;1;4;-10.7438016528926;2;New York, United States;US;USNY;;42.1497;-74.9384;NY;3;Nassau County, New York, United States;US;USNY;;40.7507;-73.5829;974128;3;Nassau County, New York, United States;US;USNY;;40.7507;-73.5829;974128;2,02E+13;http://www.baltimoresun.com/news/maryland/anne-arundel/ac-cn-sosa-guevara-murder-1115-story.html
707239025;20171115;201711;2017;2017.8630;USACVL;UNITED STATES;USA;;;;;CVL;;;;;;;;;;;;;1;172;172;17;4;-5.0;4;1;4;-0.74626865671641;3;Estero, Florida, United States;US;USFL;FL071;26.4381;-81.8068;282257;0;;;;;;;;3;Estero, Florida, United States;US;USFL;FL071;26.4381;-81.8068;282257;2,02E+13;http://www.abc-7.com/story/36853987/medical-marijuana-dispensary-ban-continues-in-estero
707239026;20171115;201711;2017;2017.8630;USACVL;AMERICAN;USA;;;;;CVL;;;;;;;;;;;;;1;173;173;17;4;-5.0;3;1;3;-4.85611510791367;2;New York, United States;US;USNY;;42.1497;-74.9384;NY;0;;;;;;;;2;New York, United States;US;USNY;;42.1497;-74.9384;NY;2,02E+13;http://www.radioislam.org.za/a/index.php/latest-news/22506-youtube-removes-bulk-of-imam-anwar-al-awlaki-s-lectures.html
707239027;20171115;201711;2017;2017.8630;USACVL;AMERICAN;USA;;;;;CVL;;;GOV;GOVERNMENT;;;;;;GOV;;;1;190;190;19;4;-10.0;3;1;3;-4.85611510791367;2;New York, United States;US;USNY;;42.1497;-74.9384;NY;2;New York, United States;US;USNY;;42.1497;-74.9384;NY;2;New York, United States;US;USNY;;42.1497;-74.9384;NY;2,02E+13;http://www.radioislam.org.za/a/index.php/latest-news/22506-youtube-removes-bulk-of-imam-anwar-al-awlaki-s-lectures.html
707239028;20171115;201711;2017;2017.8630;USACVL;UNITED STATES;USA;;;;;CVL;;;USA;ALABAMA;USA;;;;;;;;0;20;20;2;1;3.0;1;1;1;-2.31660231660232;2;Wisconsin, United States;US;USWI;;44.2563;-89.6385;WI;2;Wisconsin, United States;US;USWI;;44.2563;-89.6385;WI;2;Wisconsin, United States;US;USWI;;44.2563;-89.6385;WI;2,02E+13;http://www.tampabay.com/florida-politics/buzz/2017/11/15/scott-roy-moore-needs-to-get-out-of-the-race-this-is-about-victims/
707239029;20171115;201711;2017;2017.8630;USAEDU;UNITED STATES;USA;;;;;EDU;;;;;;;;;;;;;1;173;173;17;4;-5.0;2;1;2;-5.49738219895288;3;Oberlin College, Ohio, United States;US;USOH;OH093;41.2928;-82.2221;1057893;0;;;;;;;;3;Oberlin College, Ohio, United States;US;USOH;;41.2928;-82.2221;1057893;2,02E+13;http://rightwingnews.com/education/hate-hoaxing-oberlin-college-gets-sued/
707239030;20171115;201711;2017;2017.8630;USAEDU;WASHINGTON;USA;;;;;EDU;;;USA;WASHINGTON;USA;;;;;;;;1;20;20;2;1;3.0;4;1;4;0.61728395061728;2;Iowa, United States;US;USIA;;42.0046;-93.214;IA;2;Iowa, United States;US;USIA;;42.0046;-93.214;IA;2;Iowa, United States;US;USIA;;42.0046;-93.214;IA;2,02E+13;https://www.redstate.com/brandon_morse/2017/11/15/lol-alec-baldwin-said-hed-make-good-president/
707239031;20171115;201711;2017;2017.8630;USAEDU;WASHINGTON;USA;;;;;EDU;;;USA;WASHINGTON;USA;;;;;;;;1;20;20;2;1;3.0;6;1;6;0.61728395061728;2;New Hampshire, United States;US;USNH;;43.4108;-71.5653;NH;2;New Hampshire, United States;US;USNH;;43.4108;-71.5653;NH;2;New Hampshire, United States;US;USNH;;43.4108;-71.5653;NH;2,02E+13;https://www.redstate.com/brandon_morse/2017/11/15/lol-alec-baldwin-said-hed-make-good-president/
707239032;20171115;201711;2017;2017.8630;USAEDU;UNITED STATES;USA;;;;;EDU;;;USA;UNITED STATES;USA;;;;;;;;0;42;42;4;1;1.9;1;1;1;-10.0286532951289;3;Tehama, California, United States;US;USCA;CA103;40.0271;-122.123;1659964;3;Tehama, California, United States;US;USCA;CA103;40.0271;-122.123;1659964;3;Tehama, California, United States;US;USCA;CA103;40.0271;-122.123;1659964;2,02E+13;http://www.newsweek.com/california-mass-shooter-hid-his-wifes-body-shooting-712665
707239033;20171115;201711;2017;2017.8630;USAEDU;UNITED STATES;USA;;;;;EDU;;;USA;UNITED STATES;USA;;;;;;;;0;42;42;4;1;1.9;2;1;2;-10.0286532951289;2;Texas, United States;US;USTX;;31.106;-97.6475;TX;2;Texas, United States;US;USTX;;31.106;-97.6475;TX;2;California, United States;US;USCA;;36.17;-119.746;CA;2,02E+13;http://www.newsweek.com/california-mass-shooter-hid-his-wifes-body-shooting-712665
707239034;20171115;201711;2017;2017.8630;USAEDU;IOWA;USA;;;;;EDU;;;USA;IOWA;USA;;;;;;;;1;43;43;4;1;2.8;10;1;10;1.56862745098039;2;Iowa, United States;US;USIA;;42.0046;-93.214;IA;2;Iowa, United States;US;USIA;;42.0046;-93.214;IA;2;Iowa, United States;US;USIA;;42.0046;-93.214;IA;2,02E+13;http://iowapublicradio.org/post/educators-organize-transgender-education-summit-wake-kedarie-johnson-murder
707239035;20171115;201711;2017;2017.8630;USAEDU;UNITED STATES;USA;;;;;EDU;;;USA;UNITED STATES;USA;;;;;;;;1;141;141;14;3;-6.5;2;1;2;-5.49738219895288;3;Oberlin College, Ohio, United States;US;USOH;OH093;41.2928;-82.2221;1057893;3;Oberlin College, Ohio, United States;US;USOH;;41.2928;-82.2221;1057893;3;Oberlin College, Ohio, United States;US;USOH;;41.2928;-82.2221;1057893;2,02E+13;http://rightwingnews.com/education/hate-hoaxing-oberlin-college-gets-sued/
707239036;20171115;201711;2017;2017.8630;USAELI;UNITED STATES;USA;;;;;ELI;;;;;;;;;;;;;1;180;180;18;4;-9.0;8;1;4;-8.36653386454184;3;Montgomery County, Ohio, United States;US;USOH;OH113;39.7503;-84.2999;1074069;0;;;;;;;;3;Montgomery County, Ohio, United States;US;USOH;;39.7503;-84.2999;1074069;2,02E+13;http://abc22now.com/news/local/former-montgomery-county-deputy-who-assaulted-wife-stepdaughter-sentenced
707239037;20171115;201711;2017;2017.8630;USAELI;OHIO;USA;;;;;ELI;;;USA;OHIO;USA;;;;;;;;0;11;11;1;1;-0.1;3;1;3;1.4957264957265;2;Ohio, United States;US;USOH;;40.3736;-82.7755;OH;2;Ohio, United States;US;USOH;;40.3736;-82.7755;OH;2;Ohio, United States;US;USOH;;40.3736;-82.7755;OH;2,02E+13;https://www.autofinancenews.net/auto-finances-chief-regulator-richard-cordray-to-step-down/
